id,cleanedRecordingTitle,originalRecordingTitle,contributors,cleanedEventTitle,originalEventTitle,date
20100929_ot_001mv_pl_ej_mt,Whiskey Before Breakfast,"Handycam 20100929194858 Live Performance @ ""Estrojam"" Session with women listed above. Song: Whiskey Before Breakfast, Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_002mv_pl_ej_mt,Needle Case,"Handycam 20100929195217 Live Performance @ ""Estrojam"" Session with women listed above. Song: Needle Case, Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_004mv_pl_mt,Liberty,"Handycam 20100929200154 Live Performance @ ""Estrojam"" Session with women listed above. Song: Liberty, Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_005mv_pl_mt,Don't This Road Look Rough And Rocky,"Handycam 20100929200525 Live Performance @ ""Estrojam"" Session with women listed above. Song: Don't This Road Look Rough And Rocky, Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_007mv_pl_mt,Martha Campbell,"Handycam 20100929201628 Live Performance @ ""Estrojam"" Session with women listed above. Song:Martha Campbell, Traditional, Public Domain",Martha Campbell | Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_009mv_pl_mt,Green Icey Mountain,"Handycam 20100929202651 Live Performance @ ""Estrojam"" Session with women listed above. Song: Green Icey Mountain , Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_010mv_pl_mt,Midnight On The Water,"Handycam 20100929203227 Live Performance @ ""Estrojam"" Session with women listed above. Song: Midnight On The Water, Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_012mv_pl_mt,Lorena,"Handycam 20100929204929 Live Performance @ ""Estrojam"" Session with women listed above. Song: Lorena, Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_015mv_pl_mt,June Apple,"Handycam 20100929210733 Live Performance @ ""Estrojam"" Session with women listed above. Song: June Apple, Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20100929_ot_016mv_pl_mt,John Brown's Dream,"Handycam 20100929211337 Live Performance @ ""Estrojam"" Session with women listed above. Song: John Brown's Dream, Traditional, Public Domain",Michele Turner | Lucy Allen | Amy Buckingham | Billie Jordan | Gaye Johnson | Nancy Hamilton | Abby Dunn | Joyce Breeden | Brooke Lauer | Sophie Case | Kathy Hallman,"Estrojam at Michele Turner's Home in Taylors, SC","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",2010-09-29
20111211_ot_002sr_pl_sff_arg,The Highlander’s Farewell,Handycam 2011121103 ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE -vocal at the Stattle Folk Festival: Scottish Traditional tune: The Highlander’s Farewell” PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20111211_ot_004sr_pl_sff_arg,Old Kimball,Handycam 2011121105 ANNA ROBERTS-GEVALT on Banjo and ELIZABETH LaPRELLE -vocal and ham bone at the Seattle Folk Festival: Traditional ballad ” Old Kimball” PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20111211_ot_005sr_pl_sff_arg,Banjo Pickin’ Girl,Handycam 2011121106 ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE banjo at the Seattle Folk Festival: Traditional tune: Banjo Pickin’ Girl” PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20111211_ot_005sr_pl_sff_arg,Ida Red,Handycam 2011121107 ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE banjo at the Seattle Folk Festival: Traditional tune with story about Addie Graham and her getting piano: “Ida Red” PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20111211_ot_005sr_pl_sff_arg,Wouldn’t Mind Workin’ From Sun To Sun,Handycam 2011121108 ANNA ROBERTS-GEVALT on guitar and ELIZABETH LaPRELLE vocal at the Seattle Folk Festival: Traditional blues tune with story about Addie Graham: “Wouldn’t Mind Workin’ From Sun To Sun” PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20111211_ot_005sr_pl_sff_arg,The Ballad of Lord Bateman and the Turkish Lady,Handycam 2011121109 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE on vocal at the Seattle Folk Festival ballad song presentation with “Crankie” - in color. Song: The Ballad of Lord Bateman and the Turkish Lady” tradional old english PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20111211_ot_005sr_pl_sff_arg,Liza Jane,Handycam 2011121110 ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE banjo and vocal at the Seattle Folk Festival: Traditional tune: Liza Jane” PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20111211_ot_005sr_pl_sff_arg,(Who Is The Weaver’s Bonnie) The Devil’s Nine Questions,Handycam 2011121111 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE on vocal at the Seattle Folk Festival a riddle song presentation with “Crankie” - in color. Song: (Who Is The Weaver’s Bonnie) The Devil’s Nine Questions” PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20111211_ot_005sr_pl_sff_arg,A Whole Heap of Little Horses,Handycam 2011121113 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE on vocals at the Seattle Folk Festival accapella Song: ”A Whole Heap of Little Horses” PUBLIC DOMAIN,Anna Roberts-Gevalt | Elizabeth Laprelle,"Anna Roberts-Gevalt and Elizabeth Laprelle at the Seattle Folk Festival, Town Hall, Seattle, WA","12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",2011-12-11
20120113_ot_007mv_pl_POTG,G Rag,"Handycam 2012011325 Band: The Tallboys (performing in concert @ The Scottish Rite Center Song: G Rag, thought to b public domain, written by the Georgia Yellow Hammers",The Tallboys | Georgia Yellow Hammers,The Tallboys Performing in Concert at The Scottish Rite Center,01-13-2012 (2) Band: The Tallboys (performing in concert @ The Scottish Rite Center,2012-01-13
20120113_ot_008mv_pl_POTG,Slim Gal,"Handycam 2012011326 Band: The Tallboys (performing in concert @ The Scottish Rite Center. Song: Slim Gal, thought to be traditional in the public domain",The Tallboys,The Tallboys Performing in Concert at The Scottish Rite Center,01-13-2012 (2) Band: The Tallboys (performing in concert @ The Scottish Rite Center,2012-01-13
20120113_ot_010mv_pl_POTG,Fourth of July,"Handycam 2012011328 Band: The Tallboys (performing in concert @ The Scottish Rite Center, Song: Fourth of July, by The Georgia Yellow Hammers, thought to be public domain",The Tallboys | Georgia Yellow Hammers,The Tallboys Performing in Concert at The Scottish Rite Center,01-13-2012 (2) Band: The Tallboys (performing in concert @ The Scottish Rite Center,2012-01-13
20120114_ot_010mv_pl_POTG,Drunk Man’s Blues,"Handycam 2012011453 Band: Lauren Sheehan and friends performing at The Scottish Rite Center, Song: Drunk Man’s Blues, by - unknown believed to be public domain, traditional",Lauren Sheehan and Friends,Lauren Sheehan and Friends,01-14-2012 (3) Band: Lauren Sheehan and friends,2012-01-14
20120419_ot_001mv/pl_aj,Mrs. McLeod (aka Hop Light Ladies),Handycam2012041901 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Mrs. McLeod (aka Hop Light Ladies) Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_002mv/pl_aj,Fire On The Mountain (aka Granny Will Your Dog Bite),Handycam2012041902 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Fire On The Mountain (aka Granny Will Your Dog Bite) Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_003mv/pl_aj,Rocky Mountain Goat (aka New Rigged Ship Hornpipe),Handycam2012041903 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Rocky Mountain Goat (aka New Rigged Ship Hornpipe) Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_004mv/pl_aj,Chaple Hill Serenade (aka Green Willis),Handycam2012041904 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Chaple Hill Serenade (aka Green Willis) Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_005mv/pl_aj,British Field March,Handycam2012041905 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: British Field March Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_006mv/pl_aj,High Yellow (from Mr. Hypes),Handycam2012041906 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune:High Yellow (from Mr. Hypes) Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_007mv/pl_aj,Ragged Bill,Handycam2012041907 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Ragged Bill( Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_008mv/pl_aj,"1. Miss Maxwell, 2. Miss Gordon, 3.Island Boy, 4. Saint Ann's Reel","Handycam2012041908 Live performance during Delta Symposium w/ Alan Jabbour Ken Perlman solo on banjo. 4 Tunes:1. Miss Maxwell, 2. Miss Gordon, 3.Island Boy, 4. Saint Ann's Reel. Traditional Public Domain",Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_009mv/pl_aj,Jack Webster's Reel,Handycam2012041909 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo.Tune: Jack Webster's Reel. Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120419_ot_010mv/pl_aj,Henry Reed's Breakdown,Handycam2012041910 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune:Henry Reed's Breakdown.Traditional Public Domain,Alan Jabbour | Ken Perlman,Live Performance by Alan Jabbour and Ken Perlman,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,2012-04-19
20120810_bl_005mv_pl_ee_cbb,Bull Doze Blues,"Handycam2012081025 Live Performance by Eleanor Ellis at Couth Buzzard Books, Expresso Bueno Cafe. First Set, Song 5: Bull Doze Blues, written by Henry Thomas PUBLIC DOMAIN (Thomas 1874 died 1930) (revisedas Cnned Heat’s Goin’ Up Country)",Eleanor Ellis | Henry Thomas,"Eleanor Ellis at Couth Buzzard Cafe, Seattle, WA","8/10/12 ELEANOR ELLIS @ COUTH BUZZARD CAFE, SEATTLE, WA",2012-08-10
20120810_bl_021mv_pl_ee_cbb,Richmond Blues,"Handycam2012081041 Live Performance by Eleanor Ellis at Couth Buzzard Books, Expresso Bueno Cafe. Second Set, Song 9: Richmond Blues, written by Julius Daniels, believed to be Public Domain",Eleanor Ellis | Julius Daniels,"Eleanor Ellis at Couth Buzzard Cafe, Seattle, WA","8/10/12 ELEANOR ELLIS @ COUTH BUZZARD CAFE, SEATTLE, WA",2012-08-10
20120909_ot_001sr_pi_cbp,Grey Eagle,TascamDR01112 Cathy Barton Para on banjo and her husband David Para on guitar at American Banjo Camp 2012. Song: Grey Eagle Traditional Public Domain,Catherine Barton Para | David Para,"Catherine (Cathy) Barton Para at American Banjo Camp, Fort Flagler, WA","09/09/2012 CATHERINE (CATHY) BARTON PARA @ AMERICAN BANJO CAMP, FORT FLAGLER,WA",2012-09-09
20120909_ot_005sr_pi_cbp,Saddle Old Kate,TascamDR01116 Cathy Barton Para on banjo and her husband David Para on guitar at American Banjo Camp 2012. Song: Saddle Old Kate Traditional Public Domain,Catherine Barton Para | David Para,"Catherine (Cathy) Barton Para at American Banjo Camp, Fort Flagler, WA","09/09/2012 CATHERINE (CATHY) BARTON PARA @ AMERICAN BANJO CAMP, FORT FLAGLER,WA",2012-09-09
20120909_ot_006sr_pi_cbp,Echos of the Ozarks,TascamDR01117 Cathy Barton Para on banjo and her husband David Para on guitar at American Banjo Camp 2012. Song: Echos of the Ozarks Traditional Public Domain,Catherine Barton Para | David Para,"Catherine (Cathy) Barton Para at American Banjo Camp, Fort Flagler, WA","09/09/2012 CATHERINE (CATHY) BARTON PARA @ AMERICAN BANJO CAMP, FORT FLAGLER,WA",2012-09-09
20140322_bl_001sr_pl_tt_dr,Tapping That Thing,Tascam DR001425 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Tapping That Thing”. By: Public Domain,Del Rey | Matt Weiner,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22
20140322_bl_007sr_pl_tt_dr,Texas Twist,Tascam DR001431 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Texas Twist”. By: Mattie Hite/Public Domain,Del Rey | Matt Weiner | Mattie Hite,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22
20140322_bl_010sr_pl_tt_dr,Rocking Chair Blues,Tascam DR001434 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Rocking Chair Blues” Public Domain,Del Rey | Matt Weiner,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22
20140322_bl_011sr_pl_tt_dr,High Society,Tascam DR001435 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “High Society” Public Domain,Del Rey | Matt Weiner,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22
20140322_bl_013sr_pl_tt_dr,Can’t Get The Stuff,Tascam DR001437 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Can’t Get The Stuff” Public Domain,Del Rey | Matt Weiner,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22
20140322_bl_014sr_pl_tt_dr,She Never,Tascam DR001438 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “She Never” By: Amos Easton/Public Domain,Del Rey | Matt Weiner | Amos Easton,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22
20140322_bl_018sr_pl_tt_dr,Brazilian Tune,Tascam DR001442 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Brazilian Tune” Public Domain,Del Rey | Matt Weiner,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22
20140322_bl_019sr_pl_tt_dr,Land of Calypso,Tascam DR001443 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Land of Calypso” Public Domain,Del Rey | Matt Weiner,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22
20140322_bl_021sr_pl_tt_dr,Suitcase Breakdown,Tascam DR001445 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Suitcase Breakdown” Public Domain,Del Rey | Matt Weiner,Del Rey at Tim Noah Thumbnail Theater,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,2014-03-22